Date,NDVI
2003-02-24,0.458115629
2003-03-01,0.436623424
2003-03-06,0.415368117
2003-03-11,0.394349709
2003-03-16,0.3735682
2003-03-21,0.349114792
2003-03-26,0.326076606
2003-03-31,0.305684337
2003-04-05,0.288970542
2003-04-10,0.276654643
2003-04-15,0.26894067
2003-04-20,0.265505566
2003-04-25,0.265137499
2003-04-30,0.265513702
2003-05-05,0.265766195
2003-05-10,0.267533455
2003-05-15,0.27203457
2003-05-20,0.280150421
2003-05-25,0.292648842
2003-05-30,0.310069747
2003-06-04,0.332617944
2003-06-09,0.360063597
2003-06-14,0.391692494
2003-06-19,0.426510565
2003-06-24,0.463450249
2003-06-29,0.501567534
2003-07-04,0.540011075
2003-07-09,0.577930754
2003-07-14,0.614350858
2003-07-19,0.648122071
2003-07-24,0.678415296
2003-07-29,0.704733513
2003-08-03,0.726894061
2003-08-08,0.744997404
2003-08-13,0.759382365
2003-08-18,0.770567842
2003-08-23,0.779180997
2003-08-28,0.785871922
2003-09-02,0.791214781
2003-09-07,0.795595431
2003-09-12,0.799085514
2003-09-17,0.801677269
2003-09-22,0.803556179
2003-09-27,0.80472075
2003-10-02,0.805043526
2003-10-07,0.80433286
2003-10-12,0.802388071
2003-10-17,0.799089134
2003-10-22,0.794511713
2003-10-27,0.788646206
2003-11-01,0.781456139
2003-11-06,0.772965868
2003-11-11,0.763347836
2003-11-16,0.753071358
2003-11-21,0.742673895
2003-11-26,0.732579978
2003-12-01,0.723142785
2003-12-06,0.714423817
2003-12-11,0.706486803
2003-12-16,0.699635669
2003-12-21,0.694294069
2003-12-26,0.689676758
2003-12-31,0.68317309
2004-01-05,0.671611149
2004-01-10,0.655080366
2004-01-15,0.637905206
2004-01-20,0.622889523
2004-01-25,0.611057658
2004-01-30,0.598090331
2004-02-04,0.583846794
2004-02-09,0.570284203
2004-02-14,0.55469396
2004-02-19,0.535097301
2004-02-24,0.509477629
2004-02-29,0.477080539
2004-03-05,0.43858023
2004-03-10,0.391963863
2004-03-15,0.347584333
2004-03-20,0.314074601
2004-03-25,0.29106256
2004-03-30,0.274971332
2004-04-04,0.267971659
2004-04-09,0.271692051
2004-04-14,0.282885824
2004-04-19,0.30013526
2005-02-13,0.531950626
2005-02-18,0.511379993
2005-02-23,0.490656154
2005-02-28,0.469779108
2005-03-05,0.448748855
2005-03-10,0.431916249
2005-03-15,0.417077741
2005-03-20,0.395634737
2005-03-25,0.364936462
2005-03-30,0.3292324
2005-04-04,0.297050679
2005-04-09,0.274775764
2005-04-14,0.264955263
2005-04-19,0.26768022
2005-04-24,0.277078489
2005-04-29,0.290174767
2005-05-04,0.304688919
2005-05-09,0.31841615
2005-05-14,0.328954961
2005-05-19,0.328006388
2005-05-24,0.319374628
2005-05-29,0.310366044
2005-06-03,0.306743791
2005-06-08,0.310149545
2005-06-13,0.320311671
2005-06-18,0.336443393
2005-06-23,0.35811002
2005-06-28,0.385204571
2005-07-03,0.415585868
2005-07-08,0.446662052
2005-07-13,0.479331291
2005-07-18,0.514009185
2005-07-23,0.550810626
2005-07-28,0.589364367
2005-08-02,0.629449971
2005-08-07,0.67092034
2005-08-12,0.706805187
2005-08-17,0.734177428
2005-08-22,0.751439968
2005-08-27,0.758014952
2005-09-01,0.755216111
2005-09-06,0.74456403
2005-09-11,0.731640123
2005-09-16,0.72179929
2005-09-21,0.716380687
2005-09-26,0.714462322
2005-10-01,0.714654628
2005-10-06,0.721730583
